MPAArating,distributor,domestic,genre,name,production_budget,release_year,series,worldwide
R,Miramax,14743391,Drama,My Left Foot,N/A,1989,No,ank
PG-13,Orion Pictures,15351421,Comedy,She-Devil,N/A,1989,No,ank
R,MGM,15704614,Sci-Fi Horror,Leviathan,N/A,1989,No,ank
R,Warner Bros.,15942628,Action,Next of Kin,N/A,1989,No,ank
PG-13,New Line,16093651,Action,No Holds Barred,N/A,1989,No,ank
PG,TriStar,16278590,Romantic Comedy,Chances Are,N/A,1989,No,ank
R,Universal,16554699,Horror,Shocker,N/A,1989,No,ank
PG-13,Orion Pictures,18254702,Comedy Thriller,Crimes and Misdemeanors,N/A,1989,No,ank
R,Fox,18428904,Music Drama,The Fabulous Baker Boys,N/A,1989,No,ank
G,Orion Pictures,18587135,Family,Prancer,N/A,1989,No,ank
R,Columbia,18671317,War Drama,Casualties of War,N/A,1989,No,ank
PG,Warner Bros.,18699037,Romantic Comedy,Her Alibi,N/A,1989,No,ank
R,Buena Vista,19131246,Period Comedy,Blaze,N/A,1989,No,ank
R,Fox,19674852,Comedy,Skin Deep,N/A,1989,No,
R,Fox,20021322,Sci-Fi Horror,The Fly II,N/A,1989,No,38903179
PG-13,Fox,20781385,Romantic Comedy,Say Anything,N/A,1989,No,21515196
R,Buena Vista,20047604,Crime Drama,An Innocent Man,N/A,1989,No,ank
G,Buena Vista,71215869,Animation,The Rescuers (Re-issue) (1989),N/A,1989,No,ank
PG-13,Paramount,22026369,Romantic Comedy,Cousins,N/A,1989,No,
R,TriStar,22099847,Action,Lock Up,N/A,1989,No,ank
PG,Universal,22103037,Comedy / Drama,Dad,N/A,1989,No,27503037
R,New Line,22168359,Horror,A Nightmare on Elm Street 5: The Dream Child,N/A,1989,Series: Nightmare on Elm Street,ank
R,Miramax,24741667,Drama,"sex, lies and videotape",N/A,1989,No,ank
R,TriStar,26828365,War,Glory,N/A,1989,No,
G,United Artists,27100027,Animation,All Dogs Go to Heaven,N/A,1989,No,ank
R,Universal,27545445,Drama,Do the Right Thing,N/A,1989,No,37295445
PG-13,Universal,28890240,Comedy,The Dream Team,N/A,1989,No,ank
G,Buena Vista,87404651,Animation,Peter Pan (Re-issue) (1989),N/A,1989,No,ank
R,United Artists,30050028,Action,Road House,N/A,1989,No,ank
PG-13,Fox,30218387,Comedy,Weekend at Bernie's,N/A,1989,No,ank
PG,TriStar,31753898,Family Adventure,The Bear,N/A,1989,No,ank
PG-13,Warner Bros.,31906454,Drama,Lean on Me,N/A,1989,No,ank
PG-13,United Artists,34667015,Action,Licence to Kill,N/A,1989,No,156167015
PG,Universal,35150960,Comedy,Fletch Lives,N/A,1989,No,39450960
PG,Universal,36601993,Comedy,The 'Burbs,N/A,1989,No,49101993
PG,Columbia,38956288,Sports Action,The Karate Kid Part III,N/A,1989,Series: The Karate Kid,ank
PG,Orion Pictures,40485039,Sci-Fi Comedy,Bill & Ted's Excellent Adventure,N/A,1989,Series: Bill & Ted,ank
PG-13,Buena Vista,40586886,Action Comedy,Three Fugitives,N/A,1989,No,ank
PG-13,Universal,43247647,Action Comedy,K-9,N/A,1989,No,78247647
PG,Universal,43858790,Drama,Always,N/A,1989,No,74134790
R,Paramount,46212055,Action Thriller,Black Rain,N/A,1989,No,134212055
R,TriStar,46908987,Comedy,"See No Evil, Hear No Evil",N/A,1989,No,ank
R,Paramount,49797148,Sports Comedy,Major League,N/A,1989,Series: Major League,ank
PG,Paramount,52210049,Sci-Fi Adventure,Star Trek V: The Final Frontier,N/A,1989,No,ank
PG-13,Fox,54461047,Sci-Fi Adventure,The Abyss,N/A,1989,No,90000098
R,Paramount,57469467,Horror,Pet Sematary,N/A,1989,No,ank
R,Universal,58571513,Romantic Thriller,Sea of Love,N/A,1989,No,110879513
R,Paramount,60864870,Period Comedy,Harlem Nights,N/A,1989,No,ank
R,Warner Bros.,63408614,Action Comedy,Tango & Cash,N/A,1989,No,ank
PG,Universal,64431625,Sports Drama,Field of Dreams,N/A,1989,No,84431625
PG,Universal,66758538,Comedy,Uncle Buck,N/A,1989,No,79258538
R,Universal,70001698,War Drama,Born on the Fourth of July,N/A,1989,No,161001698
PG,Buena Vista,71079915,Action Comedy,Turner & Hooch,N/A,1989,No,ank
PG-13,Warner Bros.,71319526,Comedy,Christmas Vacation,N/A,1989,Series: Vacation,ank
PG,TriStar,84614512,Comedy / Drama,Steel Magnolias,N/A,1989,No,96759512
G,Buena Vista,111543479,Animation,The Little Mermaid,N/A,1989,No,211343479
R,Fox,86888546,Comedy Thriller,The War of the Roses,N/A,1989,No,160188546
R,Columbia,92823546,Romantic Comedy,When Harry Met Sally...,N/A,1989,No,
PG,Buena Vista,95860116,Drama,Dead Poets Society,N/A,1989,No,235860116
PG-13,Universal,100047830,Comedy / Drama,Parenthood,N/A,1989,No,126297830
PG,Warner Bros.,106593296,Comedy / Drama,Driving Miss Daisy,N/A,1989,No,145793296
PG,Columbia,112494738,Horror Comedy,Ghostbusters II,N/A,1989,Series: Ghostbusters,215394738
PG,Universal,118450002,Sci-Fi Adventure,Back to the Future Part II,$40 million,1989,Series: Back to the Future,331950002
PG-13,TriStar,140088813,Family Comedy,Look Who's Talking,N/A,1989,Series: Look Who's Talking,296999813
R,Warner Bros.,147253986,Action Comedy,Lethal Weapon 2,N/A,1989,Series: Lethal Weapon,227853986
PG,Buena Vista,130724172,Family Adventure,"Honey, I Shrunk the Kids",N/A,1989,No,222724172
PG-13,Paramount,197171806,Period Adventure,Indiana Jones and the Last Crusade,$48 million,1989,Series: Indiana Jones,474171806
PG-13,Warner Bros.,251348343,Action / Adventure,Batman,$35 million,1989,Series: Batman,411508343
R,TriStar,8247943,Sci-Fi Horror,The Blob,N/A,1988,No,ank
PG-13,Fox,8253123,Unknown,Satisfaction,N/A,1988,No,ank
R,Universal,8373585,Unknown,The Last Temptation of Christ,N/A,1988,No,8373585
PG,Orion Pictures,8539181,Unknown,Without a Clue,N/A,1988,No,ank
PG-13,TriStar,8578231,Unknown,High Spirits,N/A,1988,No,ank
PG-13,Paramount,8600823,Unknown,U2: Rattle and Hum,N/A,1988,No,ank
R,Warner Bros.,8674093,Unknown,Clean and Sober,N/A,1988,No,ank
PG,Cannon Films,8892589,Unknown,Salsa - The Motion Picture,N/A,1988,No,ank
PG,TriStar,9129999,Unknown,Switching Channels,N/A,1988,No,ank
R,Lorimar,9205924,Unknown,Return of the Living Dead 2,N/A,1988,Series: Return of the Living Dead,ank
R,Fox,9797098,Unknown,Bad Dreams,N/A,1988,No,ank
R,Orion Pictures,10006806,Unknown,The Unbearable Lightness of Being,N/A,1988,No,ank
R,Universal,10068039,Unknown,Shakedown,N/A,1988,No,ank
PG,TriStar,10497324,Unknown,Iron Eagle II,N/A,1988,Series: Iron Eagle,ank
R,Warner Bros.,10815378,Unknown,Moving,N/A,1988,No,ank
R,Lorimar,11005304,Unknown,The Couch Trip,N/A,1988,No,ank
PG-13,Universal,11444204,Unknown,Moon Over Parador,N/A,1988,No,ank
PG,Warner Bros.,11798302,Sports Comedy,Caddyshack II,N/A,1988,No,ank
R,Cannon Films,11806119,Sports Action,Bloodsport,N/A,1988,No,ank
R,New World,12090735,Horror,Hellbound: Hellraiser II,N/A,1988,Series: Hellraiser,ank
R,Universal,12277096,Unknown,Casual Sex?,N/A,1988,No,ank
R,Warner Bros.,12638294,Sports Drama,Everybody's All-American,N/A,1988,No,ank
R,Buena Vista,12706478,Crime Thriller,D.O.A.,N/A,1988,No,ank
R,Samuel Goldwyn,12793213,Romantic Comedy,Mystic Pizza,N/A,1988,No,ank
R,Universal,13008928,Sci-Fi Action,They Live,N/A,1988,No,ank
R,United Artists,13030057,Action Comedy,I'm Gonna Git You Sucka,N/A,1988,No,ank
PG,Columbia,13664060,Fantasy Comedy,Vice Versa,N/A,1988,No,ank
PG,Buena Vista,13687027,Unknown,Return to Snowy River,N/A,1988,No,ank
R,Universal,13825794,Unknown,The Milagro Beanfield War,N/A,1988,No,ank
PG-13,Columbia,13854000,Sci-Fi Comedy,My Stepmother is an Alien,N/A,1988,No,ank
PG,Warner Bros.,13994920,Drama,Stand and Deliver,N/A,1988,No,ank
PG-13,MGM,14114488,Horror,Poltergeist III,N/A,1988,Series: Poltergeist,ank
R,Columbia,14545844,Musical,School Daze,N/A,1988,No,ank
PG,Warner Bros.,14681192,Romantic Comedy,Arthur 2: On the Rocks,N/A,1988,Series: Arthur,ank
PG,Paramount,15122324,Family Comedy,Big Top Pee-Wee,N/A,1988,No,ank
R,MGM,15855828,Romantic Thriller,Masquerade,N/A,1988,No,ank
PG-13,Paramount,16031707,Comedy,She's Having a Baby,N/A,1988,No,ank
R,United Artists,16118077,Drama,"Bright Lights, Big City",N/A,1988,No,ank
PG,Warner Bros.,16262415,Romantic Comedy,Crossing Delancey,N/A,1988,No,ank
PG-13,TriStar,17514553,Romance,For Keeps,N/A,1988,No,ank
R,Orion Pictures,17550399,Comedy,Johnny Be Good,N/A,1988,No,ank
R,Warner Bros.,17637950,Thriller,Frantic,N/A,1988,No,ank
R,Galaxy International,17768757,Horror,Halloween 4: The Return of Michael Myers,$5 million,1988,Series: Halloween,ank
R,Warner Bros.,18869631,Action,Above the Law,N/A,1988,No,
R,TriStar,18875011,Horror Thriller,The Seventh Sign,N/A,1988,No,ank
PG,Fox,18924919,Sci-Fi Adventure,Cocoon: The Return,N/A,1988,No,25024919
R,Paramount,19170001,Horror,Friday the 13th Part VII,N/A,1988,Series: Friday the 13th,ank
PG,Warner Bros.,19510371,Comedy,Police Academy 5: Assignment: Miami Beach,N/A,1988,Series: Police Academy,ank
R,Universal,19595031,Horror,The Serpent and the Rainbow,N/A,1988,No,ank
PG,Paramount,19652638,Period Drama,Tucker: The Man and His Dream,N/A,1988,No,ank
R,Lorimar,20256975,Action,Action Jackson,N/A,1988,No,ank
R,Paramount,20324096,Action Thriller,The Presidio,N/A,1988,No,ank
R,Columbia,21042667,Comedy / Drama,Punchline,N/A,1988,No,
R,Orion Pictures,21486757,Crime Comedy,Married to the Mob,N/A,1988,No,ank
PG,TriStar,21630088,Sci-Fi Comedy,Short Circuit 2,N/A,1988,No,ank
PG-13,Fox,22433275,Comedy,License to Drive,N/A,1988,No,ank
G,Buena Vista,63456988,Animation,The Fox and the Hound (re-issue),N/A,1988,No,ank
PG-13,Universal,24720479,Drama,Gorillas in the Mist,N/A,1988,No,61149479
R,Fox,25216243,Sci-Fi Action,Alien Nation,N/A,1988,No,32155047
PG,Warner Bros.,25537221,Comedy,Funny Farm,N/A,1988,No,ank
R,United Artists,25816139,Romantic Thriller,Betrayed,N/A,1988,No,ank
PG,Buena Vista,28202109,Family Comedy,Ernest Saves Christmas,N/A,1988,Series: Ernest,ank
R,Buena Vista,29300090,Action Thriller,Shoot to Kill,N/A,1988,No,ank
R,Paramount,32078318,Drama,The Accused,N/A,1988,No,ank
PG,Warner Bros.,32632093,Romance,The Accidental Tourist,N/A,1988,No,
R,United Artists,33244684,Horror,Child's Play,N/A,1988,Series: Child's Play,44196684
R,Orion Pictures,34603943,Drama / Thriller,Mississippi Burning,N/A,1988,No,
R,Warner Bros.,34670720,Period Drama,Dangerous Liaisons,N/A,1988,No,
R,TriStar,34994648,Action Comedy,Red Heat,N/A,1988,No,ank
R,Warner Bros.,37903295,Action Thriller,The Dead Pool,N/A,1988,Series: Dirty Harry,ank
R,Universal,38413606,Action Comedy,Midnight Run,N/A,1988,No,81613606
G,Buena Vista,102247150,Animation,Bambi (Re-issue) (1988),N/A,1988,No,ank
PG,Buena Vista,40150487,Comedy,Big Business,N/A,1988,No,ank
R,Warner Bros.,41292551,Romantic Thriller,Tequila Sunrise,N/A,1988,No,ank
PG,Universal,41455230,Comedy,The Great Outdoors,N/A,1988,No,43455230
PG,Orion Pictures,42039085,Comedy,Dirty Rotten Scoundrels,N/A,1988,No,ank
PG-13,Universal,43184798,Comedy / Drama,Biloxi Blues,N/A,1988,No,51684798
R,Fox,45661556,Western,Young Guns,N/A,1988,No,ank
R,Orion Pictures,46616067,Action / Crime,Colors,N/A,1988,No,
G,Universal,48092846,Animation,The Land Before Time,N/A,1988,No,84460846
R,New Line,49369899,Horror,A Nightmare on Elm Street 4: The Dream Master,N/A,1988,Series: Nightmare on Elm Street,ank
R,Orion Pictures,50888729,Sports Comedy,Bull Durham,N/A,1988,No,ank
G,Buena Vista,74151346,Animation,Oliver & Company,N/A,1988,No,ank
R,TriStar,53715611,Action,Rambo III,$63 million,1988,Series: Rambo,189015611
PG-13,Buena Vista,57041866,Drama,Beaches,N/A,1988,No,
PG,MGM,57269863,Fantasy,Willow,N/A,1988,No,ank
PG-13,Paramount,60328558,Fantasy Comedy,Scrooged,N/A,1988,No,ank
R,MGM,62493712,Crime Comedy,A Fish Called Wanda,N/A,1988,No,
R,Fox,63779477,Romantic Comedy,Working Girl,N/A,1988,No,102953112
PG,Warner Bros.,74220408,Horror Comedy,Beetlejuice,N/A,1988,No,ank
R,Buena Vista,78222753,Romance,Cocktail,N/A,1988,No,171504781
PG-13,Paramount,78756177,Comedy,The Naked Gun: From the Files of Police Squad!,N/A,1988,Series: The Naked Gun,ank
R,Fox,83519093,Action Thriller,Die Hard,$28 million,1988,Series: Die Hard,141278197
PG,Paramount,109306210,Adventure Comedy,Crocodile Dundee II,N/A,1988,Series: Crocodile Dundee,239606210
PG,Universal,111938388,Comedy,Twins,$15 million,1988,No,216614388
PG,Fox,115227281,Fantasy Comedy,Big,N/A,1988,No,151927281
R,Paramount,128152301,Romantic Comedy,Coming to America,N/A,1988,Series: Coming to America,288752301
PG,Buena Vista,156452370,Fantasy Comedy,Who Framed Roger Rabbit,$70 million,1988,No,329803958
R,MGM,172825435,Drama,Rain Man,$25 million,1988,No,354825435
R,Cannon Films,6880310,Unknown,Death Wish 4: The Crackdown,N/A,1987,No,ank
PG-13,DEG,7019441,Unknown,Hiding Out,N/A,1987,No,ank
PG,Warner Bros.,7305209,Unknown,Who's That Girl,N/A,1987,No,ank
R,TriStar,7393346,Unknown,Ironweed,N/A,1987,No,
R,New World,7555000,Action,Wanted: Dead or Alive,N/A,1987,No,ank
PG-13,New World,7800000,Unknown,House II,N/A,1987,No,ank
PG,Atlantic,7888703,Horror Comedy,Teen Wolf Too,N/A,1987,No,ank
Unrated,Skouras,8345266,Foreign,My Life as a Dog,N/A,1987,No,8345266
PG,DEG,9518342,Unknown,From the Hip,N/A,1987,No,ank
R,New Line,9747988,Unknown,The Hidden,N/A,1987,No,ank
PG,New Century,9868521,Unknown,Maid to Order,N/A,1987,No,ank
PG-13,Columbia,10021120,Drama,Hope and Glory,N/A,1987,No,ank
R,Columbia,10278549,Unknown,Someone to Watch Over Me,N/A,1987,No,ank
PG,Warner Bros.,10348437,Unknown,Disorderlies,N/A,1987,No,ank
PG-13,TriStar,10489617,Unknown,Light of Day,N/A,1987,No,ank
R,TriStar,11307844,Unknown,Extreme Prejudice,N/A,1987,No,ank
R,MGM,12046526,Unknown,Fatal Beauty,N/A,1987,No,ank
R,Fox,12396383,Drama,Less Than Zero,N/A,1987,No,ank
R,Lorimar,12423831,Unknown,The Fourth Protocol,N/A,1987,No,ank
R,DEG,12640385,Unknown,The Bedroom Window,N/A,1987,No,ank
PG,Paramount,13110903,Comedy,Back to the Beach,N/A,1987,No,ank
PG-13,Fox,13290368,Romantic Comedy,The Pick-Up Artist,N/A,1987,No,ank
PG-13,New Century,13539458,Horror,The Gate,N/A,1987,No,ank
R,Paramount,13839404,War,Hamburger Hill,N/A,1987,No,ank
R,New World,14000000,Horror,Creepshow 2,N/A,1987,No,ank
R,Universal,14182492,Horror,Prince of Darkness,N/A,1987,No,ank
PG-13,Columbia,14375181,Comedy,Ishtar,$55 million,1987,No,ank
R,New World,14564027,Horror,Hellraiser,N/A,1987,Series: Hellraiser,ank
PG,Orion Pictures,14792779,Period Comedy,Radio Days,N/A,1987,No,ank
PG-13,New World,15151736,Drama / Thriller,Flowers in the Attic,N/A,1987,No,ank
PG,Warner Bros.,15681020,Action / Adventure,Superman IV: The Quest for Peace,$17 million,1987,Series: Superman,ank
PG,Warner Bros.,16057580,Action Drama,Over the Top,N/A,1987,No,ank
R,Warner Bros.,16337355,Comedy,Burglar,N/A,1987,No,ank
R,TriStar,17185632,Horror Thriller,Angel Heart,$17 million,1987,No,ank
PG,Cannon Films,17336370,Fantasy,Masters of the Universe,N/A,1987,No,ank
R,Universal,17355263,Comedy,Born in East L.A.,N/A,1987,No,ank
G,Buena Vista,17452658,Animation,The Aristocats (Re-issue) (1987),N/A,1987,No,ank
R,Columbia,17685307,Romantic Thriller,The Big Easy,N/A,1987,No,
PG,Fox,18532286,Drama / Thriller,Project X (1987),N/A,1987,No,21589395
PG-13,Paramount,18553948,Romance,Some Kind of Wonderful,N/A,1987,No,ank
R,Orion Pictures,18753438,Horror Thriller,The Believers,N/A,1987,No,ank
R,TriStar,18782400,Thriller,Suspect,N/A,1987,No,ank
R,TriStar,19734940,Action Drama,The Principal,N/A,1987,No,ank
R,Paramount,20240502,Comedy,Critical Condition,N/A,1987,No,ank
PG,Buena Vista,20419446,Fantasy Comedy,Hello Again,N/A,1987,No,20419446
PG-13,Universal,20763013,Horror,Jaws IV: The Revenge,N/A,1987,Series: Jaws,51881013
PG,Warner Bros.,22238696,War Drama,Empire of the Sun,N/A,1987,No,
G,Buena Vista,22257624,Family Adventure,Benji the Hunted,N/A,1987,Series: Benji,
PG-13,Fox,22847564,Crime Comedy,Raising Arizona,N/A,1987,No,29180280
PG,Buena Vista,23509382,Family Comedy,Ernest Goes to Camp,N/A,1987,Series: Ernest,ank
R,Fox,25205460,Thriller,Black Widow,N/A,1987,No,ank
R,Buena Vista,25411386,Period Comedy,Tin Men,N/A,1987,No,
PG,Warner Bros.,25893810,Sci-Fi Comedy,Innerspace,N/A,1987,No,ank
PG,United Artists,26712476,Comedy,Baby Boom,N/A,1987,No,
PG,MGM,26713187,Romantic Comedy,Overboard,N/A,1987,No,ank
PG,Warner Bros.,28061343,Comedy,Police Academy 4: Citizens on Patrol,N/A,1987,Series: Police Academy,ank
PG,Universal,29760613,Family Comedy,Harry and the Hendersons,N/A,1987,No,49998613
PG-13,Fox,30063289,Comedy,Revenge of the Nerds II: Nerds in Paradise,N/A,1987,No,ank
PG,Fox,30857814,Adventure Comedy,The Princess Bride,N/A,1987,No,
R,Warner Bros.,30950002,Drama,Nuts,N/A,1987,No,
PG-13,Buena Vista,31623833,Romantic Comedy,Can't Buy Me Love,N/A,1987,No,ank
R,Warner Bros.,32222567,Horror Thriller,The Lost Boys,N/A,1987,No,ank
PG,Universal,32945797,Sci-Fi Fantasy,* batteries not included,N/A,1987,No,65088797
G,Buena Vista,93141149,Animation,Cinderella (1987 re-issue),N/A,1987,No,ank
PG-13,Buena Vista,34368475,Comedy,Adventures in Babysitting,N/A,1987,No,ank
R,Orion Pictures,35509515,Romantic Thriller,No Way Out,N/A,1987,No,ank
PG-13,Paramount,35659098,Comedy,Summer School,N/A,1987,No,ank
PG,MGM,38119483,Sci-Fi Comedy,Spaceballs,N/A,1987,No,ank
R,TriStar,38122105,Sci-Fi Action,The Running Man,$27 million,1987,No,ank
PG-13,TriStar,39321715,Romantic Comedy,Blind Date,N/A,1987,No,ank
PG,Columbia,40050884,Romantic Comedy,Roxanne,N/A,1987,No,ank
R,Fox,42721196,Romantic Comedy,Mannequin,N/A,1987,No,ank
R,Fox,43848069,Drama,Wall Street,N/A,1987,No,ank
PG-13,Columbia,43984230,Period Drama,The Last Emperor,N/A,1987,No,
R,New Line,44793222,Horror,A Nightmare on Elm Street 3: Dream Warriors,N/A,1987,Series: Nightmare on Elm Street,ank
R,Warner Bros.,46357676,War,Full Metal Jacket,$30 million,1987,No,
G,Buena Vista,184925486,Animation,Snow White and the Seven Dwarfs (Re-issue) (1987),N/A,1987,No,ank
R,Paramount,49530280,Comedy,"Planes, Trains and Automobiles",N/A,1987,No,ank
R,Paramount,50504655,Concert,Eddie Murphy Raw,N/A,1987,No,ank
PG,United Artists,51185897,Action,The Living Daylights,N/A,1987,No,ank
R,Fox,51249404,Comedy,Broadcast News,N/A,1987,No,67331309
R,Buena Vista,52864741,Comedy,Outrageous Fortune,N/A,1987,No,ank
PG-13,Columbia,54215416,Music Drama,La Bamba,N/A,1987,No,ank
R,Orion Pictures,53424681,Sci-Fi Action,Robocop,$13 million,1987,Series: Robocop,ank
PG-13,Universal,57387516,Action Comedy,Dragnet,N/A,1987,No,66673516
PG-13,Orion Pictures,57915972,Crime Comedy,Throw Momma From the Train,N/A,1987,No,ank
R,Fox,59735548,Action Horror,Predator,$15 million,1987,Series: Predator,98267558
PG-13,Vestron,64577242,Romance,Dirty Dancing,$6 million,1987,No,214577242
R,Warner Bros.,63766510,Horror Comedy,The Witches of Eastwick,N/A,1987,No,ank
R,Warner Bros.,65207127,Action Comedy,Lethal Weapon,N/A,1987,Series: Lethal Weapon,120207127
R,Buena Vista,65673233,Action Comedy,Stakeout,N/A,1987,No,ank
PG-13,Universal,66995879,Romantic Comedy,The Secret of My Success,N/A,1987,No,110996879
PG,MGM,80640528,Romantic Comedy,Moonstruck,N/A,1987,No,
R,Buena Vista,123922370,Comedy / Drama,"Good Morning, Vietnam ",N/A,1987,No,
R,Paramount,153665036,Action Comedy,Beverly Hills Cop II,N/A,1987,Series: Beverly Hills Cop,299965036
R,Paramount,76270454,Period Action,The Untouchables,N/A,1987,No,ank
R,Paramount,156645693,Thriller,Fatal Attraction,N/A,1987,No,320145693
PG,Buena Vista,167780960,Comedy,Three Men and a Baby,$11 million,1987,No,ank
PG,DEG,6469244,Animation,Transformers: The Movie,N/A,1986,Series: Transformers,6469244
R,Fox,5900000,Action Fantasy,Highlander,N/A,1986,Series: Highlander,ank
G,DEG,5958456,Animation,My Little Pony,N/A,1986,No,
PG,Columbia,6029824,Unknown,A Fine Mess,N/A,1986,No,ank
PG-13,Orion Pictures,6408791,Unknown,Just Between Friends,N/A,1986,No,ank
R,New World,6637565,Unknown,Black Moon Rising,N/A,1986,No,ank
R,MGM,6735922,Unknown,9 1/2 Weeks,N/A,1986,No,ank
R,DEG,6797218,Unknown,Trick or Treat,N/A,1986,No,6797218
R,Paramount,6947787,Unknown,Blue City,N/A,1986,No,ank
R,Island Pictures,7137502,Unknown,She's Gotta Have It,N/A,1986,No,ank
R,Fox,7153487,Unknown,The Name of the Rose,N/A,1986,No,ank
PG,Fox,7177431,Unknown,The Boy Who Could Fly,N/A,1986,No,
R,Palisades Ent.,7369373,Unknown,Witchboard,N/A,1986,No,
R,DEG,7433663,Sci-Fi Horror,Maximum Overdrive,N/A,1986,No,ank
PG,Columbia,7634909,Unknown,Quicksilver,N/A,1986,No,ank
PG-13,Universal,7790931,Unknown,The Best of Times,N/A,1986,No,7790931
R,Cannon Films,8025872,Horror,The Texas Chainsaw Massacre 2,$4.7 million,1986,Series: Texas Chainsaw Massacre,ank
PG,Orion Pictures,8033397,Unknown,Haunted Honeymoon,N/A,1986,No,ank
PG-13,Fox,8200000,Unknown,Lucas,N/A,1986,No,ank
R,Orion Pictures,8362969,Comedy,Something Wild,N/A,1986,No,ank
R,MGM,8475466,Unknown,Wise Guys,N/A,1986,No,ank
G,Columbia,8540346,Animation,The Care Bears Movie 2,N/A,1986,Series: Care Bears,ank
