domestic,name,production_budget,release_year,worldwide
"$96,522,687",The Others,"$17,000,000",2001,"$207,765,056"
"$15,549,702",My Boss's Daughter,"$14,000,000",2003,"$15,549,702"
"$15,515,460",A Perfect Getaway,"$14,000,000",2009,"$22,815,460"
"$15,171,475",Thinner,"$14,000,000",1996,"$15,171,475"
"$16,357,770",White Oleander,"$16,000,000",2002,"$21,657,770"
"$16,204,793",Jennifer's Body,"$16,000,000",2009,"$31,943,401"
"$15,427,192",Drowning Mona,"$16,000,000",2000,"$15,980,376"
"$14,792,779",Radio Days,"$16,000,000",1987,"$14,792,779"
"$6,382,178",Post Grad,"$15,000,000",2009,"$6,563,402"
"$5,306,706",Whatever Works,"$15,000,000",2009,"$35,106,706"
"$5,217,498",The In Crowd,"$15,000,000",2000,"$5,217,498"
"$5,027,684",Los tres entierros de Melquiades Estrada,"$15,000,000",2005,"$13,454,474"
"$12,545,979",The Light Between Oceans,"$20,000,000",2016,"$22,281,732"
"$12,482,775",The Weather Man,"$20,000,000",2005,"$15,466,961"
"$12,398,628",Undisputed,"$20,000,000",2002,"$12,398,628"
"$12,234,694",12 Rounds,"$20,000,000",2009,"$17,306,648"
"$85,160,248",Aliens,"$17,000,000",1986,"$183,316,455"
"$82,390,774",Letâ€™s Be Cops,"$17,000,000",2014,"$136,890,774"
"$72,250,091",I Know What You Did Last Summer,"$17,000,000",1997,"$125,250,091"
"$15,064,948",Dead Man on Campus,"$14,000,000",1998,"$15,064,948"
"$14,395,874",Tea with Mussolini,"$14,000,000",1999,"$14,395,874"
"$13,800,000","New York, New York","$14,000,000",1977,"$13,800,000"
"$13,121,555",Jason X,"$14,000,000",2002,"$16,951,798"
"$14,108,518",How to Deal,"$16,000,000",2003,"$14,108,518"
"$14,019,924",Left Behind,"$16,000,000",2014,"$20,769,209"
"$13,922,211",Soul Plane,"$16,000,000",2004,"$14,553,807"
"$13,854,000",My Stepmother Is an Alien,"$16,000,000",1988,"$13,854,000"
"$12,431,792",People Like Us,"$16,000,000",2012,"$12,617,472"
"$4,956,401",Jakob the Liar,"$15,000,000",1999,"$4,956,401"
"$4,604,982",Se jie,"$15,000,000",2007,"$65,167,430"
"$4,235,837","Kiss Kiss, Bang Bang","$15,000,000",2005,"$16,829,464"
"$4,023,741",Idle Hands,"$15,000,000",1999,"$4,023,741"
"$12,134,935",Let Me In,"$20,000,000",2010,"$28,270,399"
"$11,744,960",3 Ninjas Kick Back,"$20,000,000",1994,"$11,744,960"
"$11,175,164",Be Kind Rewind,"$20,000,000",2008,"$30,894,247"
"$11,036,366",Mrs. Henderson Presents,"$20,000,000",2005,"$27,836,366"
"$72,000,000",My Fair Lady,"$17,000,000",1964,"$72,071,636"
"$71,502,303",Sideways,"$17,000,000",2004,"$109,793,192"
"$70,525,195",The Best Man Holiday,"$17,000,000",2013,"$72,835,710"
"$65,002,019",Friday the 13th,"$17,000,000",2009,"$92,670,237"
"$13,024,170",Crooklyn,"$14,000,000",1994,"$13,024,170"
"$12,559,771",I Think I Love My Wife,"$14,000,000",2007,"$13,205,411"
"$12,314,651",Hot Tub Time Machine 2,"$14,000,000",2015,"$12,826,644"
"$11,242,801",Bobby,"$14,000,000",2006,"$20,597,806"
"$11,810,854",The Thirteenth Floor,"$16,000,000",1999,"$11,810,854"
"$11,540,112",The Cookout,"$16,000,000",2004,"$11,540,112"
"$8,400,000",Meteor,"$16,000,000",1979,"$8,400,000"
"$5,900,000",Highlander,"$16,000,000",1986,"$12,900,000"
"$3,703,046",Scouts Guide to the Zombie Apocalypse,"$15,000,000",2015,"$15,554,855"
"$3,526,588",Blood and Chocolate,"$15,000,000",2007,"$6,551,310"
"$3,247,816",You Will Meet a Tall Dark Stranger,"$15,000,000",2010,"$34,247,816"
"$10,686,841",Deconstructing Harry,"$20,000,000",1997,"$10,686,841"
"$10,570,375",Three to Tango,"$20,000,000",1999,"$10,570,375"
"$10,555,348",We're No Angels,"$20,000,000",1989,"$10,555,348"
"$9,725,847",Everyone Says I Love You,"$20,000,000",1996,"$34,600,000"
"$9,534,258",Death Sentence,"$20,000,000",2007,"$16,907,831"
"$582,024",All Good Things,"$20,000,000",2010,"$873,617"
"$538,460",By the Sea,"$20,000,000",2015,"$3,727,746"
"$65,001,093",Pitch Perfect,"$17,000,000",2012,"$116,044,347"
"$55,041,738",Halloween: H2O,"$17,000,000",1998,"$55,041,738"
"$54,239,856",Evil Dead,"$17,000,000",2013,"$97,778,356"
"$10,397,365",Head Over Heels,"$14,000,000",2001,"$10,397,365"
"$9,409,538",Fun Size ,"$14,000,000",2012,"$11,166,615"
"$6,552,255",Lost and Found,"$14,000,000",1999,"$6,552,255"
"$5,990,075",Le Scaphandre et le Papillon,"$14,000,000",2007,"$22,754,472"
"$5,083,906",Bleed for This,"$16,000,000",2016,"$6,603,926"
"$4,839,383",Hollywood Ending,"$16,000,000",2002,"$14,839,383"
"$4,734,235",Duets,"$16,000,000",2000,"$6,615,452"
"$4,217,115",Detroit Rock City,"$16,000,000",1999,"$5,825,314"
"$3,287,315",Things We Lost in the Fire,"$16,000,000",2007,"$8,120,148"
"$3,020,665",Rock the Kasbah,"$15,000,000",2015,"$3,386,153"
"$2,434,652",Never Let Me Go,"$15,000,000",2010,"$11,173,718"
"$2,423,467",The Disappointments Room,"$15,000,000",2016,"$3,503,761"
"$9,496,130",Popstar: Never Stop Never Stopping,"$20,000,000",2016,"$9,537,120"
"$9,479,390",Thank You for Your Service,"$20,000,000",2017,"$9,985,316"
"$9,208,876",Everybody's Fine,"$20,000,000",2009,"$9,208,876"
"$9,109,322",Superbabies: Baby Geniuses 2,"$20,000,000",2004,"$9,355,369"
"$468,867",Steamboy,"$20,000,000",2005,"$10,468,867"
"$375,474",The Game of Their Lives,"$20,000,000",2005,"$375,474"
"$305,070",Rapa Nui,"$20,000,000",1994,"$305,070"
"$277,943",The Tempest,"$20,000,000",2010,"$277,943"
"$53,652,140",Jet Li's Hero,"$17,000,000",2004,"$177,535,958"
"$45,710,178",Saw 3D,"$17,000,000",2010,"$133,735,284"
"$44,480,275","McFarland, USA","$17,000,000",2015,"$45,707,924"
"$42,065,185",Almost Christmas,"$17,000,000",2016,"$42,493,506"
"$5,463,019",Little Children,"$14,000,000",2006,"$14,121,177"
"$5,108,820",Gossip,"$14,000,000",2000,"$12,591,270"
"$4,741,987",A Walk on the Moon,"$14,000,000",1999,"$4,741,987"
"$4,702,420",Suffragette,"$14,000,000",2015,"$34,044,909"
"$2,429,989",The Homesman,"$16,000,000",2014,"$8,217,571"
"$2,322,593",Trance,"$16,000,000",2013,"$22,594,052"
"$2,013,456",The Immigrant,"$16,000,000",2014,"$7,585,011"
"$2,281,585",The Company,"$15,000,000",2003,"$3,396,508"
"$2,203,641",Transsiberian,"$15,000,000",2008,"$6,379,575"
"$1,954,202",Crazy in Alabama,"$15,000,000",1999,"$1,954,202"
"$1,953,732",The Clan of the Cave Bear,"$15,000,000",1986,"$1,953,732"
"$1,658,706",The Comedian,"$15,000,000",2017,"$1,658,706"
"$8,888,355",Battle of the Year,"$20,000,000",2013,"$16,723,377"
"$8,813,410",Ratchet and Clank,"$20,000,000",2016,"$14,365,639"
"$8,580,428",Death at a Funeral,"$20,000,000",2007,"$46,790,428"
"$8,330,720",The Man,"$20,000,000",2005,"$10,393,696"
"$2,715,657",ChÃ©ri,"$23,000,000",2009,"$2,715,657"
"$36,686",Redemption,"$23,000,000",2013,"$13,593,473"
"$206,678",é•·æ±Ÿä¸ƒè™Ÿ (CJ7),"$20,000,000",2008,"$47,300,771"
"$200,730",The Burning Plain,"$20,000,000",2009,"$1,167,092"
"$146,072",Les Couloirs du temps: Les visiteurs 2,"$20,000,000",1998,"$26,146,072"
"$121,972",People I Know,"$20,000,000",2003,"$5,694,213"
"$41,778,863",The Hills Have Eyes,"$17,000,000",2006,"$70,355,813"
"$37,939,782",40 Days and 40 Nights,"$17,000,000",2002,"$95,092,667"
"$37,667,746",Good Boy!,"$17,000,000",2003,"$45,312,217"
"$4,299,773",Catch a Fire,"$14,000,000",2006,"$5,782,198"
"$3,958,546",Mr. Turner,"$14,000,000",2014,"$25,187,026"
"$3,100,650",Soul Survivors,"$14,000,000",2001,"$4,288,246"
"$2,656,784",Easy Virtue,"$14,000,000",2009,"$20,537,741"
"$1,686,429",Steel,"$16,000,000",1997,"$1,686,429"
"$1,669,971",The White Countess,"$16,000,000",2005,"$2,814,566"
"$1,477,650",Bienvenue chez les Ch'tis,"$16,000,000",2008,"$247,474,497"
"$1,294,640",Funny Games,"$15,000,000",2008,"$8,200,127"
"$1,200,216",Banlieue 13,"$15,000,000",2006,"$11,599,903"
"$824,295",Felicia's Journey,"$15,000,000",1999,"$1,970,268"
"$673,414",Metropolis,"$15,000,000",2002,"$1,405,032"
"$8,135,024",Code Name: The Cleaner,"$20,000,000",2007,"$8,135,024"
"$8,110,975",Inherent Vice,"$20,000,000",2014,"$14,772,346"
"$8,047,525",Connie & Carla,"$20,000,000",2004,"$8,047,525"
"$8,008,161",Machete Kills,"$20,000,000",2013,"$18,273,009"
"$8,000,000",Sweet Charity,"$20,000,000",1969,"$8,000,000"
"$10,452",Rogue,"$23,000,000",2008,"$4,673,377"
$0,ChÄ�i dÃ n zhuÄ�njiÄ�,"$23,000,000",2017,"$58,807,172"
$0,Shi Yue Wei Cheng,"$23,000,000",2011,"$44,195,779"
"$38,119,483",Spaceballs,"$22,700,000",1987,"$38,119,483"
"$55,039",Regression,"$20,000,000",2015,"$15,824,374"
$0,Admiral,"$20,000,000",2008,"$38,585,047"
$0,Zambezia,"$20,000,000",2012,"$34,454,336"
"$35,662,731",Smokin' Aces,"$17,000,000",2007,"$57,263,440"
"$30,331,165",A Night at the Roxbury,"$17,000,000",1998,"$30,331,165"
"$27,865,571",Beastly,"$17,000,000",2011,"$38,028,230"
"$2,461,628",Jefferson in Paris,"$14,000,000",1995,"$2,461,628"
"$1,755,212",Flipped,"$14,000,000",2010,"$4,289,993"
"$1,000,000",Caravans,"$14,000,000",1978,"$1,000,000"
"$403,952",Les herbes folles,"$14,000,000",2010,"$1,903,952"
"$705,908","Men, Women and Children","$16,000,000",2014,"$1,685,403"
"$337,997",Enter the Void,"$16,000,000",2010,"$1,467,278"
"$31,631",Good,"$16,000,000",2008,"$31,631"
"$3,361",Vamps,"$16,000,000",2012,"$94,812"
"$632,542",CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"$15,000,000",2015,"$11,279,884"
"$529,766",Things to Do in Denver when You're Dead,"$15,000,000",1995,"$529,766"
"$528,731",The Reluctant Fundamentalist,"$15,000,000",2013,"$528,731"
"$501,752",The Return,"$15,000,000",2004,"$5,953,886"
"$353,743",Buffalo Soldiers,"$15,000,000",2003,"$353,743"
"$7,164,995",The Hoax,"$25,000,000",2007,"$7,164,995"
"$5,958,315",Captive State,"$25,000,000",2019,"$9,132,713"
"$7,578,946",Doogal,"$20,000,000",2006,"$28,058,652"
"$7,535,331",Proof,"$20,000,000",2005,"$8,284,331"
"$7,013,191",An American Carol,"$20,000,000",2008,"$7,022,183"
"$6,882,696",Willard,"$20,000,000",2003,"$6,882,696"
"$71,985,628",1408,"$22,500,000",2007,"$131,263,370"
"$10,663,357",Nocturnal Animals,"$22,500,000",2016,"$32,398,681"
"$4,200,117",The Water Diviner,"$22,500,000",2015,"$31,054,727"
$0,Three Kingdoms: Resurrection of the Dragon,"$20,000,000",2010,"$22,139,590"
$0,The Touch,"$20,000,000",2004,"$5,918,742"
$0,Survivor,"$20,000,000",2015,"$1,703,281"
$0,The History of Love,"$20,000,000",2016,"$476,624"
$0,Butterfly on a Wheel,"$20,000,000",2007,$0
"$27,163,593",Brooklyn's Finest,"$17,000,000",2010,"$39,233,233"
"$26,918,576",Tron,"$17,000,000",1982,"$26,918,576"
"$24,719,879",Lottery Ticket,"$17,000,000",2010,"$24,719,879"
"$22,734,486",Dickie Roberts: Former Child Star,"$17,000,000",2003,"$23,734,486"
"$274,299",Amen,"$14,000,000",2003,"$274,299"
"$266,967",The Lucky Ones,"$14,000,000",2008,"$266,967"
$0,Haeundae,"$16,000,000",2010,"$64,733,391"
$0,Hachiko: A Dog's Story,"$16,000,000",2010,"$47,707,417"
$0,Zulu,"$16,000,000",2013,"$1,844,228"
"$39,282,227",Second Act,"$15,700,000",2018,"$63,288,854"
"$220,944",Steal (Canadian Release),"$15,000,000",2003,"$220,944"
"$123,570",Centurion,"$15,000,000",2010,"$7,885,048"
"$102,458",Ong-Bak 2,"$15,000,000",2009,"$7,583,050"
"$76,382",Silent Trigger,"$15,000,000",1996,"$76,382"
"$5,778,353",Sheena,"$25,000,000",1984,"$5,778,353"
"$5,654,777",Underclassman,"$25,000,000",2005,"$5,654,777"
"$5,516,708",Say It Isn't So,"$25,000,000",2001,"$5,516,708"
"$5,128,124",The World's Fastest Indian,"$25,000,000",2005,"$18,991,288"
"$4,598,506",Deception,"$25,000,000",2008,"$12,850,033"
"$6,575,282",Strange Wilderness,"$20,000,000",2008,"$6,947,084"
"$6,485,961",Little Boy,"$20,000,000",2015,"$17,769,299"
"$6,201,757",Topsy Turvy,"$20,000,000",1999,"$6,201,757"
"$6,002,756",Chasing Mavericks,"$20,000,000",2012,"$8,300,821"
"$217,631,306",Ghost,"$22,000,000",1990,"$517,600,000"
"$176,484,651",There's Something About Mary,"$22,000,000",1998,"$369,884,651"
"$144,833,357",The Santa Clause,"$22,000,000",1994,"$189,800,000"
$0,Dwegons and Leprechauns,"$20,000,000",2014,$0
$0,Fight Valley,"$20,000,000",2016,$0
$0,The Thousand Miles,"$20,000,000",2017,$0
$0,Bird Box,"$19,800,000",2018,$0
"$21,170,563",ATL,"$17,000,000",2006,"$21,170,563"
"$19,693,891",Summer Catch,"$17,000,000",2001,"$19,693,891"
"$16,316,273",A Simple Plan,"$17,000,000",1998,"$16,316,273"
"$15,680,099",Larry the Cable Guy: Health Inspector,"$17,000,000",2006,"$15,680,099"
"$47,185",Margaret,"$14,000,000",2011,"$623,292"
$0,Reign of Assassins,"$14,000,000",2016,"$11,354,230"
$0,Stan Helsing: A Parody,"$14,000,000",2009,"$1,553,556"
"$83,043,761",Brokeback Mountain,"$13,900,000",2005,"$176,980,863"
"$13,571,817",Juwanna Mann,"$15,600,000",2002,"$13,771,817"
"$10,299,782",La MÃ´me,"$15,500,000",2007,"$88,611,837"
"$1,693,000",Ararat,"$15,500,000",2002,"$1,693,000"
"$1,237,615",Slow Burn,"$15,500,000",2007,"$1,237,615"
"$73,548",Midnight Meat Train,"$15,000,000",2008,"$1,590,246"
"$61,847",Winnie Mandela,"$15,000,000",2013,"$61,847"
"$30,680",The Son of No One,"$15,000,000",2011,"$1,148,578"
"$22,723",All the Queen's Men,"$15,000,000",2002,"$22,723"
"$22,441",The Good Night,"$15,000,000",2007,"$22,441"
"$130,726,716",The Silence of the Lambs,"$20,000,000",1991,"$275,726,716"
"$121,697,323",Wayne's World,"$20,000,000",1992,"$183,097,323"
"$4,064,333",Tank Girl,"$25,000,000",1995,"$4,064,333"
"$4,008,527",King's Ransom,"$25,000,000",2005,"$4,049,527"
"$3,073,392",Blindness,"$25,000,000",2008,"$20,052,958"
"$3,054,285",Sgt. Stubby: An American Hero,"$25,000,000",2018,"$3,823,620"
"$5,749,134",A Most Violent Year,"$20,000,000",2014,"$8,846,875"
"$5,702,083",A Dangerous Method,"$20,000,000",2011,"$14,807,531"
"$5,501,616",A Scanner Darkly,"$20,000,000",2006,"$7,405,084"
"$5,210,988",Bandslam,"$20,000,000",2009,"$12,967,829"
"$90,648,202",The Game Plan,"$22,000,000",2007,"$146,590,987"
"$75,600,072",The Rookie,"$22,000,000",2002,"$80,491,516"
"$71,516,617",The Bridges of Madison County,"$22,000,000",1995,"$175,516,617"
"$59,700,064",Son of God,"$22,000,000",2014,"$70,949,793"
"$476,270",Der Baader Meinhof Komplex,"$19,700,000",2009,"$16,498,827"
"$63,859,435",The Shape of Water,"$19,500,000",2017,"$195,790,794"
"$2,061,449",De rouille et dâ€™os,"$19,500,000",2012,"$29,393,634"
"$8,060,487",The Painted Veil,"$19,400,000",2006,"$15,118,795"
$0,The Frozen Ground,"$19,200,000",2013,"$5,617,460"
"$56,598,476",Clueless,"$13,700,000",1995,"$56,598,476"
$0,Ca$h,"$13,700,000",2008,"$11,738,256"
"$135,265,915",Teenage Mutant Ninja Turtles,"$13,500,000",1990,"$202,000,000"
"$85,400,591",The Ten Commandments,"$13,500,000",1956,"$85,434,516"
"$517,262",Madison,"$15,500,000",2005,"$517,262"
"$318,623",The Yellow Handkerchief,"$15,500,000",2010,"$318,623"
"$81,525",Wasabi,"$15,300,000",2002,"$7,000,000"
"$7,802,450",Slither,"$15,250,000",2006,"$12,930,343"
$0,Khumba,"$15,000,000",2013,"$20,898,221"
$0,A Few Best Men,"$15,000,000",2015,"$17,224,539"
$0,AutÃ³mata,"$15,000,000",2014,"$6,775,458"
"$117,229,692",Jackass 3D,"$20,000,000",2010,"$171,685,793"
"$113,257,297",Bad Moms,"$20,000,000",2016,"$180,998,716"
"$111,035,005",Glass,"$20,000,000",2019,"$245,303,505"
"$102,922,376",Jaws 2,"$20,000,000",1978,"$208,900,376"
"$2,546,747",Carnage,"$25,000,000",2011,"$38,112,154"
"$2,455,635",Tulip Fever,"$25,000,000",2017,"$6,792,768"
"$2,405,420",BloodRayne,"$25,000,000",2006,"$3,711,633"
"$1,872,994",Legend,"$25,000,000",2015,"$42,425,450"
"$5,178,569",Alone in the Dark,"$20,000,000",2005,"$10,588,079"
"$5,005,899",Birth,"$20,000,000",2004,"$14,603,001"
"$4,712,792",Hands of Stone,"$20,000,000",2016,"$5,031,975"
"$4,452,423",Passchendaele,"$20,000,000",2008,"$4,453,327"
"$55,762,229",The Animal,"$22,000,000",2001,"$55,762,229"
"$54,235,441",The Hundred-Foot Journey,"$22,000,000",2014,"$94,270,488"
"$52,767,889",Gandhi,"$22,000,000",1982,"$127,767,889"
"$51,970,690",Underworld,"$22,000,000",2003,"$95,708,457"
"$1,361,512",The Devil's Double,"$19,100,000",2011,"$5,965,646"
"$212,259,762",Back to the Future,"$19,000,000",1985,"$385,524,784"
"$184,208,842",Dances with Wolves,"$19,000,000",1990,"$424,200,000"
"$15,901,849",Far From Heaven,"$13,500,000",2002,"$29,027,914"
"$15,024,049",Seven Psychopaths,"$13,500,000",2012,"$33,035,736"
"$7,060,876",Quills,"$13,500,000",2000,"$11,732,088"
"$6,118,683",The Border,"$13,500,000",1982,"$6,118,683"
"$5,501,940",Der Untergang,"$13,500,000",2005,"$93,631,744"
"$285,761,243",Home Alone,"$15,000,000",1990,"$476,684,675"
"$234,760,478",Beverly Hills Cop,"$15,000,000",1984,"$316,300,000"
"$179,800,601",Top Gun,"$15,000,000",1986,"$356,799,634"
"$177,200,000",Tootsie,"$15,000,000",1982,"$177,200,000"
"$3,102,550",Supercross,"$30,000,000",2005,"$3,252,550"
"$3,005,605",Miss Potter,"$30,000,000",2006,"$35,891,257"
$0,Chiamatemi Francesco - Il papa della gente,"$15,000,000",2015,"$3,925,769"
$0,Bathory,"$15,000,000",2008,"$3,436,763"
$0,San suk si gin,"$15,000,000",2010,"$2,013,340"
$0,Dungeons & Dragons: Wrath of the Dragon God,"$15,000,000",2005,"$909,822"
"$94,514,402",Beverly Hills Chihuahua,"$20,000,000",2008,"$154,218,168"
"$84,525,432",Tammy,"$20,000,000",2014,"$96,407,655"
"$82,674,398",Are We There Yet?,"$20,000,000",2005,"$98,114,471"
"$1,702,112",Bad Lieutenant: Port of Call New Orleans,"$25,000,000",2009,"$12,413,949"
"$1,513,793",Jane Got a Gun,"$25,000,000",2016,"$3,771,345"
"$1,190,003",Me and Orson Welles,"$25,000,000",2009,"$1,190,003"
"$881,745",Venom,"$25,000,000",2005,"$881,745"
"$4,442,377",Flash of Genius,"$20,000,000",2008,"$4,504,111"
"$4,017,609",Iâ€™m Not There,"$20,000,000",2007,"$12,397,613"
"$3,763,583",The Cold Light of Day,"$20,000,000",2012,"$25,361,206"
"$3,531,756",The Brothers Bloom,"$20,000,000",2009,"$5,531,756"
"$50,621,733",The Net,"$22,000,000",1995,"$110,521,733"
"$49,008,662",Diary of a Wimpy Kid: Dog Days,"$22,000,000",2012,"$77,229,695"
"$40,270,895",I Am Sam,"$22,000,000",2001,"$92,542,418"
"$36,020,063",Derailed,"$22,000,000",2005,"$57,520,063"
"$157,019,771",Scary Movie,"$19,000,000",2000,"$277,200,000"
"$100,292,856",Bad Teacher,"$19,000,000",2011,"$215,448,997"
"$97,670,358",Sausage Party,"$19,000,000",2016,"$141,344,255"
"$58,571,513",Sea of Love,"$19,000,000",1989,"$58,571,513"
"$687,081",The Caveman's Valentine,"$13,500,000",2001,"$892,506"
"$164,247",The Last Godfather,"$13,400,000",2011,"$164,247"
"$2,614,251",Under the Skin,"$13,300,000",2014,"$7,229,933"
"$2,086,345",Mar adentro,"$13,300,000",2004,"$39,686,345"
"$669,625",Wu ji,"$30,000,000",2006,"$35,869,934"
"$538,690",Machine Gun Preacher,"$30,000,000",2011,"$3,721,988"
"$490,973",Bilal: A New Breed of Hero,"$30,000,000",2018,"$648,599"
"$480,314",DOA: Dead or Alive,"$30,000,000",2007,"$7,755,686"
$0,In Dubious Battle,"$15,000,000",2017,"$214,182"
$0,Broken Horses,"$15,000,000",2015,"$3,471"
$0,Pandaemonium,"$15,000,000",2001,$0
"$82,624,961",The Descendants,"$20,000,000",2011,"$175,507,800"
"$81,261,177",School of Rock,"$20,000,000",2003,"$131,944,672"
"$80,818,974",Disturbia,"$20,000,000",2007,"$118,537,627"
"$77,698,625",Free Willy,"$20,000,000",1993,"$153,698,625"
"$872,142",Where the Truth Lies,"$25,000,000",2005,"$1,415,656"
"$780,326",Without Limits,"$25,000,000",1998,"$780,326"
"$720,828",On the Road,"$25,000,000",2013,"$9,313,302"
"$205,505",Les petits mouchoirs,"$25,000,000",2012,"$48,530,887"
"$3,083,538","Synecdoche, New York","$20,000,000",2008,"$4,383,538"
"$2,483,472",Suspiria,"$20,000,000",2018,"$7,023,292"
"$2,468,683",LBJ,"$20,000,000",2017,"$2,507,181"
"$2,374,107",Mononoke-hime,"$20,000,000",1999,"$150,350,000"
"$33,316,821",The Informant!,"$22,000,000",2009,"$41,771,168"
"$30,659,817",Delivery Man,"$22,000,000",2013,"$70,536,870"
"$30,080,225","Hail, Caesar!","$22,000,000",2016,"$64,160,680"
"$30,059,386",Jay and Silent Bob Strike Back,"$22,000,000",2001,"$33,762,400"
"$56,127,162",Just Married,"$19,000,000",2003,"$101,564,935"
"$51,733,921",I Can Do Bad All By Myself,"$19,000,000",2009,"$51,733,921"
"$51,438,175",A Cinderella Story,"$19,000,000",2004,"$70,164,105"
"$44,017,374",The Shining,"$19,000,000",1980,"$44,728,227"
"$52,543,632",No Good Deed,"$13,200,000",2014,"$54,323,210"
"$123,922,370",Good Morning Vietnam,"$13,000,000",1987,"$123,922,370"
"$106,954,678",Black Swan,"$13,000,000",2010,"$331,266,710"
"$51,100,486",Hide and Seek,"$25,000,000",2005,"$123,696,741"
"$49,042,224",Cobra,"$25,000,000",1986,"$49,042,224"
"$201,857",Le Petit Nicolas,"$30,000,000",2010,"$52,339,566"
"$135,739",Xinhai geming,"$30,000,000",2011,"$8,593,154"
"$3,892",Genghis Khan: To the Ends of the Earth and Sea,"$30,000,000",2008,"$4,874,498"
"$3,200",Wild Card,"$30,000,000",2015,"$4,315,789"
